spp,date,TBOH,TWOH,TWKO,FLOH,SBOH,TWNAIO
IIWI,79-04,15.6614785992218,37.15953307393,7.78210116731517,4.96108949416342,1.94552529182879,32.4902723735409
IIWI,79-05,48.4177215189873,39.0822784810127,2.21518987341772,6.4873417721519,0,3.79746835443038
IIWI,79-06,47.8777589134126,24.1086587436333,20.8828522920204,0.33955857385399,6.7911714770798,0
IIWI,79-07,28.3602150537634,40.1881720430108,22.4462365591398,3.62903225806452,5.37634408602151,0
IIWI,79-08,62.8257887517147,13.8545953360768,10.1508916323731,3.56652949245542,9.60219478737997,0
IIWI,79-09,18.1451612903226,32.258064516129,16.1290322580645,2.01612903225806,31.4516129032258,0
IIWI,79-10,6.92041522491349,43.9446366782007,27.681660899654,4.1522491349481,17.3010380622837,0
IIWI,79-11,15.359477124183,41.8300653594771,36.2745098039216,2.61437908496732,3.92156862745098,0
IIWI,79-12,3.78548895899054,67.192429022082,14.5110410094637,14.5110410094637,0,0
IIWI,80-01,17.9012345679012,42.1810699588477,10.4938271604938,23.2510288065844,0,6.17283950617284
IIWI,80-02,36.2316364569255,44.572087423495,4.21506661751361,9.60027339460175,1.07618722149284,4.30474888597135
IIWI,80-03,34.0466246851385,38.4974559193955,18.1360201511335,6.80100755667506,0,2.51889168765743
IIWI,80-04,25.8064516129032,36.6935483870968,8.66935483870968,13.7096774193548,0,15.1209677419355
IIWI,80-05,39.030303030303,35.030303030303,9.57575757575757,7.27272727272727,0,9.09090909090909
IIWI,80-06,51.5384615384615,31.7948717948718,7.69230769230769,8.97435897435898,0,0
IIWI,80-07,31.9397993311037,50.3344481605351,15.7190635451505,2.0066889632107,0,0
IIWI,80-08,13.5135135135135,33.1081081081081,19.5945945945946,0,33.7837837837838,0
IIWI,80-10,24.031007751938,26.3565891472868,23.2558139534884,6.2015503875969,20.1550387596899,0
IIWI,80-11,44.6153846153846,23.4615384615385,7.69230769230769,12.6923076923077,9.61538461538462,1.92307692307692
IIWI,80-12,35.5555555555556,32.4444444444444,17.7777777777778,0.888888888888889,4.44444444444444,8.88888888888889
IIWI,81-01,22.8516170212766,32.2741083172147,33.2688588007737,7.73694390715667,3.86847195357834,0
IIWI,81-02,28.2608695652174,26.8115942028986,26.8115942028986,3.6231884057971,0,14.4927536231884
IIWI,81-03,42.8571428571429,31.4285714285714,5.71428571428571,8.57142857142857,2.85714285714286,8.57142857142857
IIWI,81-04,45.5373406193078,35.3369763205829,0,6.3752276867031,0,12.7504553734062
IIWI,81-05,68.1978798586572,22.2614840989399,9.54063604240283,0,0,0
IIWI,81-06,53.1722054380665,19.3353474320242,11.7824773413897,15.7099697885196,0,0
IIWI,81-07,75.0847457627119,11.0169491525424,3.38983050847458,10.5084745762712,0,0
IIWI,81-08,60.2996254681648,5.24344569288389,13.1086142322097,13.4831460674157,7.86516853932584,0
IIWI,81-09,22.2614840989399,9.18727915194346,43.8162544169611,2.47349823321555,22.2614840989399,0
IIWI,81-10,24.920534965035,16.958041958042,36.1888111888112,11.4431013986014,10.4895104895105,0
IIWI,81-11,18.2648401826484,7.30593607305936,47.0319634703196,24.3531202435312,3.0441400304414,0
IIWI,81-12,25.4752851711027,34.9809885931559,9.1254752851711,26.615969581749,3.80228136882129,0
IIWI,82-01,42.741935483871,26.4112903225806,2.82258064516129,11.8951612903226,0,16.1290322580645
APAP,77-05,45.7478005865103,21.8475073313783,0,15.5425219941349,9.53079178885631,7.33137829912024
APAP,77-06,48.4257871064468,19.7901049475262,1.49925037481259,24.287856071964,2.99850074962519,2.99850074962519
APAP,77-07,63.456930959543,11.5834080322975,8.72952489390539,12.393447977331,2.49368430709147,1.3430038298316
APAP,77-08,27.9141104294479,15.6441717791411,25.6134969325153,24.6932515337423,0,6.13496932515337
APAP,77-09,22.4956063268893,7.73286467486819,50.6151142355009,13.884007029877,0.70298769771529,4.56942003514938
APAP,77-10,37.5,7.5,31.6666666666667,23.3333333333333,0,0
APAP,77-11,7.54098360655738,26.3934426229508,13.4426229508197,42.7868852459016,3.27868852459016,6.55737704918033
APAP,77-12,10.7015457788347,43.9952437574316,8.08561236623068,26.397146254459,3.32936979785969,7.4910820451843
APAP,78-01,33.0569948186529,33.0569948186529,4.14507772020725,21.139896373057,7.56476683937824,1.03626943005181
APAP,78-02,62.3586429725364,22.7786752827141,0,8.40064620355412,0,6.46203554119548
APAP,78-03,52.4950099800399,34.7305389221557,0,5.98802395209581,6.78642714570858,0
APAP,78-04,71.5723270440252,9.18238993710692,0,7.16981132075472,12.0754716981132,0
APAP,78-05,59.9425287356322,15.2298850574713,0,13.0268199233716,10.1724137931034,1.62835249042146
APAP,78-06,67.2782874617737,1.8348623853211,0,21.4067278287462,9.48012232415902,0
APAP,78-07,49.1397849462366,17.4193548387097,13.1182795698925,15.4838709677419,2.1505376344086,2.68817204301075
APAP,78-08,29.2086330935252,33.0935251798561,25.7553956834532,6.18705035971223,1.43884892086331,4.31654676258993
APAP,78-09,12.536023054755,15.5619596541787,44.3804034582133,17.7233429394813,4.32276657060519,5.47550432276657
APAP,78-10,36.4157119476268,35.7610474631751,15.9574468085106,5.97381342062193,3.43698854337152,2.45499181669394
APAP,78-11,40.3022670025189,31.8639798488665,5.79345088161209,13.727959697733,3.27455919395466,5.03778337531486
APAP,78-12,21.3930348258706,49.0878938640133,15.7545605306799,4.31177446102819,8.29187396351576,1.16086235489221
APAP,79-01,27.7477477477477,28.8288288288288,7.20720720720721,24.8648648648649,11.3513513513514,0
APAP,79-02,35.4404152422884,52.33160626594,0,4.97409336733872,3.1088083545867,4.14507676984615
APAP,79-03,36.6742596810934,38.1548974943052,0,8.65603644646925,13.0979498861048,3.41685649202733
APAP,79-04,66.5566556655666,19.031903190319,0,8.8008800880088,5.61056105610561,0
APAP,79-05,60.4225352112676,26.6197183098592,0,1.69014084507042,8.45070422535211,2.8169014084507
APAP,79-06,41.7840377967335,34.7417840772333,0,6.57276919923294,2.81690148780004,14.0845074390002
APAP,79-07,40.084388185654,18.3544303797468,13.5021097046414,24.4725738396624,1.47679324894515,2.10970464135021
APAP,79-08,34.7619047619048,4.76190476190476,49.7619047619048,10.7142857142857,0,0
APAP,79-09,10.5191256830601,12.9781420765027,51.9125683060109,19.1256830601093,0,5.46448087431694
APAP,79-10,12.2699386503067,24.5398773006135,6.44171779141104,38.3435582822086,6.13496932515337,12.2699386503067
APAP,79-11,6.34920634920635,42.8571428571429,9.52380952380952,34.9206349206349,3.17460317460317,3.17460317460317
APAP,79-12,17.0087976539589,49.266862170088,0,11.7302052785924,3.81231671554252,18.1818181818182
APAP,80-01,24.514811031665,46.0674157303371,0,7.35444330949949,18.5903983656793,3.4729315628192
APAP,80-02,24.9248747913189,50.0333889816361,0,0.417362270450751,20.534223706177,4.09015025041736
APAP,80-03,24.0362811791383,46.9387755102041,0,10.2040816326531,10.8843537414966,7.93650793650794
APAP,80-04,34.0128755364807,46.4592274678112,2.14592274678112,5.36480686695279,8.58369098712446,3.43347639484979
APAP,80-05,43.3333333333333,27.9487179487179,0,10.2564102564103,5.64102564102564,12.8205128205128
APAP,80-06,35.5182926829268,37.1951219512195,3.04878048780488,9.14634146341463,8.99390243902439,6.09756097560976
APAP,80-07,13.4366925064599,57.8811369509044,5.16795865633075,21.4470284237726,2.0671834625323,0
APAP,80-08,15.2492668621701,34.0175953079179,40.0293255131965,4.54545454545455,3.2258064516129,2.93255131964809
APAP,80-09,0,12.1212121212121,78.4848484848485,6.36363636363636,0,3.03030303030303
APAP,80-10,24.468085106383,18.2624113475177,44.8581560283688,5.49645390070922,6.91489361702128,0
APAP,80-11,21.6666666666667,26,16.6666666666667,13.3333333333333,15.6666666666667,6.66666666666667
APAP,80-12,32.5,36,20,5,6.5,0
APAP,81-01,19.7674418604651,47.6744186046512,0,13.1782945736434,15.5038759689922,3.87596899224806
APAP,81-02,47.2027972027972,36.013986013986,0,6.29370629370629,3.4965034965035,6.99300699300699
APAP,81-03,49.2610837438424,17.2413793103448,3.61247947454844,9.85221674876847,16.7487684729064,3.28407224958949
APAP,81-04,54.3563068920676,10.0130039011704,0.780234070221066,11.1833550065019,18.2054616384915,5.46163849154746
APAP,81-05,77.7777777777778,10.7638888888889,2.08333333333333,4.51388888888889,3.47222222222222,1.38888888888889
APAP,81-06,49.6519721577726,23.2018561484919,4.64037122969838,9.04872389791183,8.81670533642692,4.64037122969838
APAP,81-07,35.9893758300133,12.8818061088977,12.4833997343958,18.5922974767596,14.7410358565737,5.31208499335989
APAP,81-08,33.4545454545455,5.45454545454545,25.8181818181818,16.5454545454545,8,10.7272727272727
APAP,81-09,36.8421052631579,8.88157894736842,27.3026315789474,19.4078947368421,7.56578947368421,0
APAP,81-10,18.090278125,22.534721875,38.75,7.5,6.875,6.25
APAP,81-11,9.52380952380952,32.3809523809524,16.1904761904762,13.968253968254,24.7619047619048,3.17460317460317
APAP,81-12,29.8333333333333,24,3.33333333333333,13.1666666666667,29.6666666666667,0
APAP,82-01,30.3030303030303,41.4772727272727,7.57575757575758,0,16.8560606060606,3.78787878787879
JAWE,77-06,24.1706161137441,24.9605055292259,31.2796208530806,9.47867298578199,6.95102685624013,3.15955766192733
JAWE,77-07,28.6666666666667,60.3333333333333,0,5,0,6
JAWE,77-08,17.3913043478261,43.4782608695652,6.2111801242236,8.07453416149068,12.4223602484472,12.4223602484472
JAWE,77-09,34.2465753424658,27.3972602739726,0,17.1232876712329,0.684931506849315,20.5479452054795
JAWE,77-10,31.1926605504587,55.045871559633,5.5045871559633,7.3394495412844,0.917431192660551,0
JAWE,77-11,30.4347826086956,51.3043478260869,8.69565217391304,4.34782608695652,5.21739130434783,0
JAWE,77-12,31.9266055045872,45.3211009174312,13.2110091743119,5.87155963302752,3.6697247706422,0
JAWE,78-01,11,37,40,4,4,4
JAWE,78-02,13.3333333333333,31.0569105691057,48.7804878048781,3.2520325203252,3.57723577235772,0
JAWE,78-03,24.5238095238095,14.2857142857143,50.7142857142857,7.14285714285714,3.33333333333333,0
JAWE,78-04,14.7770700636943,12.7388535031847,58.8535031847134,11.3375796178344,2.29299363057325,0
JAWE,78-05,13.0067567567568,10.1351351351351,67.5675675675676,0,2.53378378378378,6.75675675675676
JAWE,78-06,31.6784869976359,10.4018912529551,20.8037825059102,9.45626477541371,14.1843971631206,13.4751773049645
JAWE,78-07,38.3333333333333,40.1666666666667,2.5,9,6.66666666666667,3.33333333333333
JAWE,78-08,46.8421052631579,29.4736842105263,7.89473684210526,5.26315789473684,0,10.5263157894737
JAWE,78-09,40.6698564593301,22.488038277512,0,16.2679425837321,8.61244019138756,11.9617224880383
JAWE,78-10,50.7745266781411,22.8915662650602,13.5972461273666,7.91738382099828,1.37693631669535,3.44234079173838
JAWE,78-11,51.2084592145015,22.3564954682779,17.3716012084592,6.04229607250755,0,3.02114803625378
JAWE,78-12,46.0446247464503,35.6997971602434,6.08519269776876,12.1703853955375,0,0
JAWE,79-01,26.2295081967213,41.6393442622951,19.672131147541,6.55737704918033,4.26229508196721,1.63934426229508
JAWE,79-02,51.4749262536873,17.6991150442478,22.2713864306785,4.12979351032448,1.47492625368732,2.94985250737463
JAWE,79-03,52.0999652898299,17.5286358903159,7.46268656716418,10.41305102395,6.94203401596668,5.55362721277334
JAWE,79-04,63.986013986014,10.4895104895105,21.0955710955711,0.233100233100233,1.86480186480187,2.33100233100233
JAWE,79-05,45.7142857142857,4.46428571428571,20.8928571428571,6.78571428571429,17.8571428571429,4.28571428571429
JAWE,79-06,37.1264367816092,30.6896551724138,3.83141762452107,7.66283524904215,8.81226053639847,11.8773946360153
JAWE,79-07,39.2727272727273,28,0,14.5454545454545,3.63636363636364,14.5454545454545
JAWE,79-08,46.1538461538462,23.0769230769231,7.69230769230769,0,0,23.0769230769231
JAWE,79-09,25.0620347394541,56.8238213399504,0,2.48138957816377,0,15.6327543424318
JAWE,79-10,32.967032967033,50.5494505494505,0,3.66300366300366,3.66300366300366,9.15750915750916
JAWE,79-11,59.4827586206897,29.8275862068966,1.72413793103448,4.48275862068965,1.03448275862069,3.44827586206897
JAWE,79-12,57.8947368421053,29.9595141700405,0,0,8.09716599190283,4.04858299595142
JAWE,80-01,64.5645645645646,12.9129129129129,12.012012012012,3.003003003003,7.50750750750751,0
JAWE,80-02,59.0958019375673,11.8406889128095,16.1463939720129,2.58342303552207,10.3336921420883,0
JAWE,80-03,31.9852941176471,21.8137254901961,33.4558823529412,4.90196078431373,5.3921568627451,2.45098039215686
JAWE,80-04,32.4242424242424,20.6060606060606,22.1212121212121,9.09090909090909,9.09090909090909,6.66666666666667
JAWE,80-05,35.632183908046,39.9425287356322,6.89655172413793,4.31034482758621,4.88505747126437,8.33333333333333
JAWE,80-06,43.4131736526946,19.4610778443114,17.6646706586826,8.98203592814371,4.49101796407186,5.98802395209581
JAWE,80-07,55.2727272727273,28,0,2.90909090909091,0,13.8181818181818
JAWE,80-08,72.8571428571428,14.2857142857143,7.14285714285714,0.952380952380952,0,4.76190476190476
JAWE,80-09,71.7647058823529,24.3137254901961,0,3.92156862745098,0,0
JAWE,80-10,53.1934307423478,12.317518225698,9.23813866927347,0,5.33759123113578,19.913321131545
JAWE,80-11,50.4918032786885,13.1147540983607,21.9672131147541,6.55737704918033,3.27868852459016,4.59016393442623
JAWE,80-12,44.8373408769448,8.48656294200848,26.8741159830269,14.992927864215,4.52616690240453,0.282885431400283
JAWE,81-01,42.1052631578947,17.5438596491228,29.8245614035088,7.01754385964912,0,3.50877192982456
JAWE,81-02,26.6666666666667,5.55555555555556,51.1111111111111,5.55555555555556,5.55555555555556,5.55555555555556
JAWE,81-03,30.4832713754647,9.29368029739777,40.1486988847584,12.639405204461,7.43494423791822,0
JAWE,81-04,33.8709677419355,6.45161290322581,25.1612903225806,1.84331806451613,29.447004516129,3.2258064516129
JAWE,81-05,27.6556776556777,7.32600732600733,43.7728937728938,13.9194139194139,7.32600732600733,0
JAWE,81-06,34.6875,14.0625,6.875,30.3125,14.0625,0
JAWE,81-07,32.4829931972789,15.8163265306122,0,42.1768707482993,7.48299319727891,2.04081632653061
JAWE,81-08,18.2266009852217,39.9014778325123,5.91133004926108,9.85221674876847,16.256157635468,9.85221674876847
JAWE,81-09,48.744769874477,16.5271966527197,6.27615062761506,16.7364016736402,11.7154811715481,0
JAWE,81-10,45.9770114942529,6.4367816091954,23.6781609195402,10.1149425287356,4.59770114942529,9.19540229885057
JAWE,81-11,33.6236933797909,34.6689895470383,0,9.05923344947735,19.1637630662021,3.48432055749129
JAWE,81-12,55.1094890510949,25.5474452554745,8.75912408759124,3.64963503649635,6.93430656934307,0
JAWE,82-01,53.2142857142857,10.7142857142857,10,10.7142857142857,11.7857142857143,3.57142857142857
OMAO,77-05,34.2475386779184,12.3066104078762,19.690576652602,0,7.0323488045007,26.7229254571027
OMAO,77-06,44.7136563876652,22.0264317180617,7.9295154185022,4.40528634361234,4.40528634361234,16.5198237885463
OMAO,77-07,20.9174311926606,4.95412844036697,10.0917431192661,27.3394495412844,10.2752293577982,26.4220183486239
OMAO,77-08,32.0158102766798,22.9249011857708,3.95256916996047,20.3557312252964,2.37154150197628,18.3794466403162
OMAO,77-09,21.5686274509804,9.80392156862745,4.90196078431373,46.5686274509804,14.7058823529412,2.45098039215686
OMAO,77-10,9.55414012738853,10.828025477707,3.18471337579618,59.2356687898089,5.73248407643312,11.4649681528662
OMAO,77-11,22.9132569558101,8.8379705400982,12.2749590834697,48.4451718494272,0.981996726677578,6.54664484451719
OMAO,77-12,44.0886699507389,9.97536945812808,9.97536945812808,15.1477832512315,3.69458128078818,17.1182266009852
OMAO,78-01,81.4516129032258,8.54838709677419,0,3.2258064516129,0,6.7741935483871
OMAO,78-02,75.6291390728477,11.3907284768212,9.40397350993378,0,0,3.57615894039735
OMAO,78-03,54.125,8.125,16.125,2.5,0,19.125
OMAO,78-04,56.2682519280206,30.1070694087404,5.39845758354756,0,3.08483290488432,5.1413881748072
OMAO,78-05,55.5295738106281,13.782038801192,12.5777829836121,6.02127908789943,3.74657365469298,8.34275166197539
OMAO,78-06,55.5634553857092,20.6185567010309,4.97689299680057,11.7312477781728,0,7.10984713828653
OMAO,78-07,21.0970464135021,20.8860759493671,16.6666666666667,29.535864978903,1.68776371308017,10.126582278481
OMAO,78-08,17.6576576576577,17.2972972972973,23.7837837837838,31.1711711711712,0,10.0900900900901
OMAO,78-09,12.1442125237192,5.88235294117647,3.79506641366224,71.5370018975332,6.64136622390892,0
OMAO,78-10,17.5131348511384,28.1961471103327,6.65499124343257,25.2189141856392,18.9141856392294,3.50262697022767
OMAO,78-11,21.7877094972067,39.6648044692737,22.3463687150838,11.1731843575419,5.02793296089385,0
OMAO,78-12,56.3282336578581,7.51043115438109,27.1210013908206,2.78164116828929,0,6.2586926286509
OMAO,79-01,52.9411764705882,17.6470588235294,4.41176470588235,2.94117647058824,7.35294117647059,14.7058823529412
OMAO,79-02,40.3166869671133,5.96833130328867,12.1802679658952,2.43605359317905,8.40438489646772,30.694275274056
OMAO,79-03,37.1641791044776,20.547263681592,20.5223880597015,0,0,21.7661691542289
OMAO,79-04,30.5309734513274,20.353982300885,9.51327433628319,2.21238938053097,8.4070796460177,28.9823008849558
OMAO,79-05,39.8907103825137,23.4972677595628,16.3934426229508,0,3.82513661202186,16.3934426229508
OMAO,79-06,17.983651226158,34.8773841961853,21.7983651226158,8.17438692098093,17.1662125340599,0
OMAO,79-07,22.0134228187919,36.3758389261745,16.9127516778523,0,5.36912751677852,19.3288590604027
OMAO,79-08,34.8780487683352,17.2473867535723,3.83275261190496,3.83275261190496,13.7630662321383,26.4459930221443
OMAO,79-09,31.7460317460317,15.8730158730159,19.8412698412698,11.9047619047619,8.73015873015873,11.9047619047619
OMAO,79-10,22.4215246636771,20.627802690583,15.695067264574,6.72645739910314,17.9372197309417,16.5919282511211
OMAO,79-11,28.4313725490196,37.2549019607843,12.4183006535948,3.26797385620915,9.80392156862745,8.82352941176471
OMAO,79-12,20.4472843450479,26.8370607028754,16.6134185303514,0,6.38977635782748,29.7124600638978
OMAO,80-01,8.95522388059701,37.3432835820895,20.865671641791,0,21.7910447761194,11.044776119403
OMAO,80-02,33.25,23,19,2.5,10.75,11.5
OMAO,80-03,34.6666666666667,34.8,14,2.66666666666667,0,13.8666666666667
OMAO,80-04,28.3870967741935,29.3548387096774,29.0322580645161,0,7.74193548387097,5.48387096774194
OMAO,80-05,26.3862332695985,28.8718929254302,3.82409177820268,3.82409177820268,7.64818355640535,29.4455066921606
OMAO,80-06,8.33333333333333,36.25,12.5,25,6.25,11.6666666666667
OMAO,80-07,0,16.6281755196305,9.2378752886836,36.9515011547344,19.8614318706697,17.3210161662818
OMAO,80-08,8.33333333333333,19.6078431372549,9.31372549019608,34.3137254901961,23.5294117647059,4.90196078431373
OMAO,80-09,8.09716599190283,53.8461538461538,7.69230769230769,12.1457489878543,12.1457489878543,6.07287449392713
OMAO,80-10,4.83091787439614,11.1111111111111,19.3236714975845,18.8405797101449,45.8937198067633,0
OMAO,80-11,4.46428571428571,29.4642857142857,28.5714285714286,6.25,31.25,0
OMAO,80-12,21.8531468531469,9.79020979020979,13.986013986014,10.4895104895105,29.8951048951049,13.986013986014
OMAO,81-01,31.9634703196347,14.6118721461187,12.7853881278539,13.6986301369863,26.9406392694064,0
OMAO,81-02,31.7647058823529,14.7058823529412,18.2352941176471,5.88235294117647,11.7647058823529,17.6470588235294
OMAO,81-03,54.6792452830189,0.0377358490566038,11.3207547169811,3.77358490566038,18.8679245283019,11.3207547169811
OMAO,81-04,43.2956381260097,8.40064620355412,8.23909531502423,16.1550888529887,23.9095315024233,0
OMAO,81-05,27.3972602739726,3.91389432485323,15.6555772994129,3.91389432485323,45.2054794520548,3.91389432485323
OMAO,81-06,30.4054054054054,7.77027027027027,14.8648648648649,16.8918918918919,23.3108108108108,6.75675675675676
OMAO,81-07,1.14503816793893,7.63358778625954,35.8778625954198,17.175572519084,38.1679389312977,0
OMAO,81-08,3.52564102564103,30.7692307692308,13.7820512820513,33.0128205128205,16.025641025641,2.88461538461538
OMAO,81-09,10.7485604606526,26.8714011516315,12.2840690978887,19.3857965451056,23.0326295585413,7.67754318618042
OMAO,81-10,4.05679513184584,16.2271805273834,16.2271805273834,55.3752535496957,8.11359026369169,0
OMAO,81-11,9.9009900990099,19.8019801980198,19.8019801980198,35.6435643564356,14.8514851485149,0
