date,spp,actb,value
78-02,APAP,FLOH,0.494871794871795
78-02,APAP,FLNAIO,0
78-02,APAP,FRNAIO,0
78-02,APAP,FROL,0
78-02,APAP,TBOH,0
78-02,APAP,TWOH,0.180769230769231
78-02,APAP,TWNAIO,0.0666666666666667
78-02,APAP,TWKO,0.0512820512820513
78-02,APAP,SBOH,0
78-02,APAP,SBNAIO,0
78-02,APAP,SBKO,0.00128205128205128
78-02,APAP,BROH,0
78-02,APAP,BRNAIO,0
78-02,APAP,BRKO,0
78-02,APAP,TROH,0
78-02,APAP,OTOT,0.205128205128205
78-03,APAP,FLOH,0.46140350877193
78-03,APAP,FLNAIO,0
78-03,APAP,FRNAIO,0
78-03,APAP,FROL,0
78-03,APAP,TBOH,0.0824561403508772
78-03,APAP,TWOH,0.305263157894737
78-03,APAP,TWNAIO,0.0526315789473684
78-03,APAP,TWKO,0
78-03,APAP,SBOH,0.0596491228070175
78-03,APAP,SBNAIO,0.0228070175438597
78-03,APAP,SBKO,0.00526315789473684
78-03,APAP,BROH,0.0105263157894737
78-03,APAP,BRNAIO,0
78-03,APAP,BRKO,0
78-03,APAP,TROH,0
78-03,APAP,OTOT,0
78-04,APAP,FLOH,0.611827956989247
78-04,APAP,FLNAIO,0
78-04,APAP,FRNAIO,0.010752688172043
78-04,APAP,FROL,0
78-04,APAP,TBOH,0.0526881720430108
78-04,APAP,TWOH,0.078494623655914
78-04,APAP,TWNAIO,0.0612903225806452
78-04,APAP,TWKO,0
78-04,APAP,SBOH,0.103225806451613
78-04,APAP,SBNAIO,0.0548387096774194
78-04,APAP,SBKO,0.010752688172043
78-04,APAP,BROH,0.010752688172043
78-04,APAP,BRNAIO,0
78-04,APAP,BRKO,0
78-04,APAP,TROH,0
78-04,APAP,OTOT,0.00537634408602151
78-05,APAP,FLOH,0.530338983050847
78-05,APAP,FLNAIO,0
78-05,APAP,FRNAIO,0
78-05,APAP,FROL,0
78-05,APAP,TBOH,0.0211864406779661
78-05,APAP,TWOH,0.134745762711864
78-05,APAP,TWNAIO,0.115254237288136
78-05,APAP,TWKO,0.0144067796610169
78-05,APAP,SBOH,0.09
78-05,APAP,SBNAIO,0.0338983050847458
78-05,APAP,SBKO,0
78-05,APAP,BROH,0.0169491525423729
78-05,APAP,BRNAIO,0
78-05,APAP,BRKO,0.00677966101694915
78-05,APAP,TROH,0
78-05,APAP,OTOT,0.0364406779661017
78-06,APAP,FLOH,0.628571428571429
78-06,APAP,FLNAIO,0
78-06,APAP,FRNAIO,0
78-06,APAP,FROL,0
78-06,APAP,TBOH,0.0285714285714286
78-06,APAP,TWOH,0.0171428571428571
78-06,APAP,TWNAIO,0.2
78-06,APAP,TWKO,0
78-06,APAP,SBOH,0.0885714285714286
78-06,APAP,SBNAIO,0.0228571428571429
78-06,APAP,SBKO,0
78-06,APAP,BROH,0
78-06,APAP,BRNAIO,0
78-06,APAP,BRKO,0
78-06,APAP,TROH,0.0142857142857143
78-06,APAP,OTOT,0
78-07,APAP,FLOH,0.400877192982456
78-07,APAP,FLNAIO,0.107017543859649
78-07,APAP,FRNAIO,0
78-07,APAP,FROL,0
78-07,APAP,TBOH,0.0254385964912281
78-07,APAP,TWOH,0.142105263157895
78-07,APAP,TWNAIO,0.126315789473684
78-07,APAP,TWKO,0.0219298245614035
78-07,APAP,SBOH,0.0175438596491228
78-07,APAP,SBNAIO,0.0666666666666667
78-07,APAP,SBKO,0.0140350877192982
78-07,APAP,BROH,0.0175438596491228
78-07,APAP,BRNAIO,0.00701754385964912
78-07,APAP,BRKO,0.0175438596491228
78-07,APAP,TROH,0
78-07,APAP,OTOT,0.0359649122807018
78-08,APAP,FLOH,0.26025641025641
78-08,APAP,FLNAIO,0.229487179487179
78-08,APAP,FRNAIO,0
78-08,APAP,FROL,0
78-08,APAP,TBOH,0.0576923076923077
78-08,APAP,TWOH,0.294871794871795
78-08,APAP,TWNAIO,0.0551282051282051
78-08,APAP,TWKO,0.0384615384615385
78-08,APAP,SBOH,0.0128205128205128
78-08,APAP,SBNAIO,0
78-08,APAP,SBKO,0
78-08,APAP,BROH,0
78-08,APAP,BRNAIO,0
78-08,APAP,BRKO,0.0256410256410256
78-08,APAP,TROH,0
78-08,APAP,OTOT,0.0256410256410256
78-09,APAP,FLOH,0.114473684210526
78-09,APAP,FLNAIO,0.405263157894737
78-09,APAP,FRNAIO,0.0263157894736842
78-09,APAP,FROL,0
78-09,APAP,TBOH,0
78-09,APAP,TWOH,0.142105263157895
78-09,APAP,TWNAIO,0.161842105263158
78-09,APAP,TWKO,0.05
78-09,APAP,SBOH,0.0394736842105263
78-09,APAP,SBNAIO,0.0263157894736842
78-09,APAP,SBKO,0
78-09,APAP,BROH,0.00789473684210526
78-09,APAP,BRNAIO,0
78-09,APAP,BRKO,0.0263157894736842
78-09,APAP,TROH,0
78-09,APAP,OTOT,0
78-10,APAP,FLOH,0.327205882352941
78-10,APAP,FLNAIO,0.143382352941176
78-10,APAP,FRNAIO,0.00882352941176471
78-10,APAP,FROL,0
78-10,APAP,TBOH,0.0147058823529412
78-10,APAP,TWOH,0.321323529411765
78-10,APAP,TWNAIO,0.0536764705882353
78-10,APAP,TWKO,0.0220588235294118
78-10,APAP,SBOH,0.0308823529411765
78-10,APAP,SBNAIO,0.0176470588235294
78-10,APAP,SBKO,0.0161764705882353
78-10,APAP,BROH,0
78-10,APAP,BRNAIO,0
78-10,APAP,BRKO,0.0147058823529412
78-10,APAP,TROH,0
78-10,APAP,OTOT,0.0294117647058824
78-11,APAP,FLOH,0.347826086956522
78-11,APAP,FLNAIO,0.05
78-11,APAP,FRNAIO,0
78-11,APAP,FROL,0
78-11,APAP,TBOH,0.0347826086956522
78-11,APAP,TWOH,0.275
78-11,APAP,TWNAIO,0.118478260869565
78-11,APAP,TWKO,0.0434782608695652
78-11,APAP,SBOH,0.0282608695652174
78-11,APAP,SBNAIO,0.058695652173913
78-11,APAP,SBKO,0.0217391304347826
78-11,APAP,BROH,0
78-11,APAP,BRNAIO,0
78-11,APAP,BRKO,0
78-11,APAP,TROH,0.0195652173913043
78-11,APAP,OTOT,0.00217391304347826
78-12,APAP,FLOH,0.179166666666667
78-12,APAP,FLNAIO,0.131944444444444
78-12,APAP,FRNAIO,0
78-12,APAP,FROL,0
78-12,APAP,TBOH,0
78-12,APAP,TWOH,0.411111111111111
78-12,APAP,TWNAIO,0.0361111111111111
78-12,APAP,TWKO,0.00972222222222222
78-12,APAP,SBOH,0.0694444444444444
78-12,APAP,SBNAIO,0.0791666666666667
78-12,APAP,SBKO,0
78-12,APAP,BROH,0
78-12,APAP,BRNAIO,0
78-12,APAP,BRKO,0
78-12,APAP,TROH,0
78-12,APAP,OTOT,0.0833333333333333
79-01,APAP,FLOH,0.233333333333333
79-01,APAP,FLNAIO,0.0606060606060606
79-01,APAP,FRNAIO,0
79-01,APAP,FROL,0
79-01,APAP,TBOH,0
79-01,APAP,TWOH,0.242424242424242
79-01,APAP,TWNAIO,0.209090909090909
79-01,APAP,TWKO,0
79-01,APAP,SBOH,0.0954545454545455
79-01,APAP,SBNAIO,0
79-01,APAP,SBKO,0.00909090909090909
79-01,APAP,BROH,0
79-01,APAP,BRNAIO,0
79-01,APAP,BRKO,0
79-01,APAP,TROH,0
79-01,APAP,OTOT,0.15
79-02,APAP,FLOH,0.265116279069767
79-02,APAP,FLNAIO,0
79-02,APAP,FRNAIO,0.0232558139534884
79-02,APAP,FROL,0
79-02,APAP,TBOH,0.0348837209302326
79-02,APAP,TWOH,0.391472860465116
79-02,APAP,TWNAIO,0.0372093023255814
79-02,APAP,TWKO,0.0310077441860465
79-02,APAP,SBOH,0.0232558139534884
79-02,APAP,SBNAIO,0.0232558139534884
79-02,APAP,SBKO,0.0465116279069767
79-02,APAP,BROH,0.0310077441860465
79-02,APAP,BRNAIO,0
79-02,APAP,BRKO,0
79-02,APAP,TROH,0
79-02,APAP,OTOT,0.0930232558139535
79-03,APAP,FLOH,0.255555555555556
79-03,APAP,FLNAIO,0
79-03,APAP,FRNAIO,0
79-03,APAP,FROL,0
79-03,APAP,TBOH,0.137301587301587
79-03,APAP,TWOH,0.265873015873016
79-03,APAP,TWNAIO,0.0603174603174603
79-03,APAP,TWKO,0.0238095238095238
79-03,APAP,SBOH,0.0912698412698413
79-03,APAP,SBNAIO,0.0317460317460317
79-03,APAP,SBKO,0.0452380952380952
79-03,APAP,BROH,0
79-03,APAP,BRNAIO,0
79-03,APAP,BRKO,0.0111111111111111
79-03,APAP,TROH,0
79-03,APAP,OTOT,0.0777777777777778
79-04,APAP,FLOH,0.530701754385965
79-04,APAP,FLNAIO,0
79-04,APAP,FRNAIO,0
79-04,APAP,FROL,0
79-04,APAP,TBOH,0.162280701754386
79-04,APAP,TWOH,0.151754385964912
79-04,APAP,TWNAIO,0.0701754385964912
79-04,APAP,TWKO,0
79-04,APAP,SBOH,0.0447368421052632
79-04,APAP,SBNAIO,0.00526315789473684
79-04,APAP,SBKO,0.0175438596491228
79-04,APAP,BROH,0
79-04,APAP,BRNAIO,0
79-04,APAP,BRKO,0
79-04,APAP,TROH,0
79-04,APAP,OTOT,0.0175438596491228
79-05,APAP,FLOH,0.564473684210526
79-05,APAP,FLNAIO,0
79-05,APAP,FRNAIO,0
79-05,APAP,FROL,0
79-05,APAP,TBOH,0.0263157894736842
79-05,APAP,TWOH,0.248684210526316
79-05,APAP,TWNAIO,0.0157894736842105
79-05,APAP,TWKO,0.0263157894736842
79-05,APAP,SBOH,0.0789473684210526
79-05,APAP,SBNAIO,0
79-05,APAP,SBKO,0
79-05,APAP,BROH,0.0210526315789474
79-05,APAP,BRNAIO,0
79-05,APAP,BRKO,0
79-05,APAP,TROH,0
79-05,APAP,OTOT,0.0184210526315789
79-06,APAP,FLOH,0.390350868421053
79-06,APAP,FLNAIO,0
79-06,APAP,FRNAIO,0.0263157894736842
79-06,APAP,FROL,0
79-06,APAP,TBOH,0.0263157894736842
79-06,APAP,TWOH,0.324561394736842
79-06,APAP,TWNAIO,0.0614035
79-06,APAP,TWKO,0.131578947368421
79-06,APAP,SBOH,0.0263157894736842
79-06,APAP,SBNAIO,0.0131578947368421
79-06,APAP,SBKO,0
79-06,APAP,BROH,0
79-06,APAP,BRNAIO,0
79-06,APAP,BRKO,0
79-06,APAP,TROH,0
79-06,APAP,OTOT,0
79-07,APAP,FLOH,0.365384615384615
79-07,APAP,FLNAIO,0.123076923076923
79-07,APAP,FRNAIO,0.00576923076923077
79-07,APAP,FROL,0
79-07,APAP,TBOH,0.0192307692307692
79-07,APAP,TWOH,0.167307692307692
79-07,APAP,TWNAIO,0.223076923076923
79-07,APAP,TWKO,0.0192307692307692
79-07,APAP,SBOH,0.0134615384615385
79-07,APAP,SBNAIO,0.025
79-07,APAP,SBKO,0
79-07,APAP,BROH,0
79-07,APAP,BRNAIO,0
79-07,APAP,BRKO,0
79-07,APAP,TROH,0
79-07,APAP,OTOT,0.0384615384615385
79-08,APAP,FLOH,0.317391304347826
79-08,APAP,FLNAIO,0.454347826086957
79-08,APAP,FRNAIO,0
79-08,APAP,FROL,0
79-08,APAP,TBOH,0
79-08,APAP,TWOH,0.0434782608695652
79-08,APAP,TWNAIO,0.0978260869565217
79-08,APAP,TWKO,0
79-08,APAP,SBOH,0
79-08,APAP,SBNAIO,0
79-08,APAP,SBKO,0
79-08,APAP,BROH,0
79-08,APAP,BRNAIO,0
79-08,APAP,BRKO,0
79-08,APAP,TROH,0
79-08,APAP,OTOT,0.0869565217391304
79-09,APAP,FLOH,0.09625
79-09,APAP,FLNAIO,0.475
79-09,APAP,FRNAIO,0
79-09,APAP,FROL,0
79-09,APAP,TBOH,0.01
79-09,APAP,TWOH,0.11875
79-09,APAP,TWNAIO,0.175
79-09,APAP,TWKO,0.05
79-09,APAP,SBOH,0
79-09,APAP,SBNAIO,0
79-09,APAP,SBKO,0
79-09,APAP,BROH,0
79-09,APAP,BRNAIO,0
79-09,APAP,BRKO,0
79-09,APAP,TROH,0
79-09,APAP,OTOT,0.075
79-10,APAP,FLOH,0.105263157894737
79-10,APAP,FLNAIO,0.0552631578947368
79-10,APAP,FRNAIO,0.0105263157894737
79-10,APAP,FROL,0
79-10,APAP,TBOH,0
79-10,APAP,TWOH,0.210526315789474
79-10,APAP,TWNAIO,0.328947368421053
79-10,APAP,TWKO,0.105263157894737
79-10,APAP,SBOH,0.0526315789473684
79-10,APAP,SBNAIO,0.0526315789473684
79-10,APAP,SBKO,0
79-10,APAP,BROH,0.0263157894736842
79-10,APAP,BRNAIO,0
79-10,APAP,BRKO,0.0263157894736842
79-10,APAP,TROH,0
79-10,APAP,OTOT,0.0263157894736842
79-11,APAP,FLOH,0.0555555555555556
79-11,APAP,FLNAIO,0.0833333333333333
79-11,APAP,FRNAIO,0
79-11,APAP,FROL,0
79-11,APAP,TBOH,0.0972222222222222
79-11,APAP,TWOH,0.375
79-11,APAP,TWNAIO,0.305555555555556
79-11,APAP,TWKO,0.0277777777777778
79-11,APAP,SBOH,0.0277777777777778
79-11,APAP,SBNAIO,0
79-11,APAP,SBKO,0
79-11,APAP,BROH,0
79-11,APAP,BRNAIO,0
79-11,APAP,BRKO,0
79-11,APAP,TROH,0
79-11,APAP,OTOT,0.0277777777777778
79-12,APAP,FLOH,0.134883720930233
79-12,APAP,FLNAIO,0
79-12,APAP,FRNAIO,0
79-12,APAP,FROL,0
79-12,APAP,TBOH,0.072093023255814
79-12,APAP,TWOH,0.390697674418605
79-12,APAP,TWNAIO,0.0930232558139535
79-12,APAP,TWKO,0.144186046511628
79-12,APAP,SBOH,0.0302325581395349
79-12,APAP,SBNAIO,0.0465116279069767
79-12,APAP,SBKO,0
79-12,APAP,BROH,0
79-12,APAP,BRNAIO,0
79-12,APAP,BRKO,0.0232558139534884
79-12,APAP,TROH,0
79-12,APAP,OTOT,0.0651162790697674
80-01,APAP,FLOH,0.222222222222222
80-01,APAP,FLNAIO,0
80-01,APAP,FRNAIO,0
80-01,APAP,FROL,0
80-01,APAP,TBOH,0.0148148148148148
80-01,APAP,TWOH,0.417592592592593
80-01,APAP,TWNAIO,0.0666666666666667
80-01,APAP,TWKO,0.0314814814814815
80-01,APAP,SBOH,0.168518518518519
80-01,APAP,SBNAIO,0
80-01,APAP,SBKO,0.0333333333333333
80-01,APAP,BROH,0.0194444444444444
80-01,APAP,BRNAIO,0
80-01,APAP,BRKO,0.0259259259259259
80-01,APAP,TROH,0
80-01,APAP,OTOT,0
80-02,APAP,FLOH,0.210281690140845
80-02,APAP,FLNAIO,0
80-02,APAP,FRNAIO,0
80-02,APAP,FROL,0
80-02,APAP,TBOH,0.0140845070422535
80-02,APAP,TWOH,0.422112676056338
80-02,APAP,TWNAIO,0.00352112676056338
80-02,APAP,TWKO,0.0345070422535211
80-02,APAP,SBOH,0.173239436619718
80-02,APAP,SBNAIO,0.028169014084507
80-02,APAP,SBKO,0.0887323943661972
80-02,APAP,BROH,0
80-02,APAP,BRNAIO,0
80-02,APAP,BRKO,0.0112676056338028
80-02,APAP,TROH,0
80-02,APAP,OTOT,0.0140845070422535
80-03,APAP,FLOH,0.207843137254902
80-03,APAP,FLNAIO,0
80-03,APAP,FRNAIO,0
80-03,APAP,FROL,0
80-03,APAP,TBOH,0
80-03,APAP,TWOH,0.405882352941176
80-03,APAP,TWNAIO,0.0882352941176471
80-03,APAP,TWKO,0.0686274509803922
80-03,APAP,SBOH,0.0941176470588235
80-03,APAP,SBNAIO,0.0294117647058824
80-03,APAP,SBKO,0.0992156862745098
80-03,APAP,BROH,0
80-03,APAP,BRNAIO,0
80-03,APAP,BRKO,0.00666666666666667
80-03,APAP,TROH,0
80-03,APAP,OTOT,0
80-04,APAP,FLOH,0.278070175438596
80-04,APAP,FLNAIO,0.0175438596491228
80-04,APAP,FRNAIO,0
80-04,APAP,FROL,0
80-04,APAP,TBOH,0.0175438596491228
80-04,APAP,TWOH,0.379824561403509
80-04,APAP,TWNAIO,0.043859649122807
80-04,APAP,TWKO,0.0280701754385965
80-04,APAP,SBOH,0.0701754385964912
80-04,APAP,SBNAIO,0.0175438596491228
80-04,APAP,SBKO,0.0789473684210526
80-04,APAP,BROH,0
80-04,APAP,BRNAIO,0
80-04,APAP,BRKO,0.0175438596491228
80-04,APAP,TROH,0
80-04,APAP,OTOT,0.0508771929824561
80-05,APAP,FLOH,0.375555555555556
80-05,APAP,FLNAIO,0
80-05,APAP,FRNAIO,0
80-05,APAP,FROL,0
80-05,APAP,TBOH,0.0222222222222222
80-05,APAP,TWOH,0.242222222222222
80-05,APAP,TWNAIO,0.0888888888888889
80-05,APAP,TWKO,0.111111111111111
80-05,APAP,SBOH,0.0488888888888889
80-05,APAP,SBNAIO,0.0666666666666667
80-05,APAP,SBKO,0.0222222222222222
80-05,APAP,BROH,0
80-05,APAP,BRNAIO,0
80-05,APAP,BRKO,0
80-05,APAP,TROH,0
80-05,APAP,OTOT,0.0222222222222222
80-06,APAP,FLOH,0.298717948717949
80-06,APAP,FLNAIO,0.0256410256410256
80-06,APAP,FRNAIO,0
80-06,APAP,FROL,0
80-06,APAP,TBOH,0.0512820512820513
80-06,APAP,TWOH,0.312820512820513
80-06,APAP,TWNAIO,0.0769230769230769
80-06,APAP,TWKO,0.0512820512820513
80-06,APAP,SBOH,0.0756410256410256
80-06,APAP,SBNAIO,0
80-06,APAP,SBKO,0
80-06,APAP,BROH,0.0564102564102564
80-06,APAP,BRNAIO,0
80-06,APAP,BRKO,0.0256410256410256
80-06,APAP,TROH,0
80-06,APAP,OTOT,0.0256410256410256
80-07,APAP,FLOH,0.123809523809524
80-07,APAP,FLNAIO,0.0476190476190476
80-07,APAP,FRNAIO,0
80-07,APAP,FROL,0
80-07,APAP,TBOH,0.00714285714285714
80-07,APAP,TWOH,0.533333333333333
80-07,APAP,TWNAIO,0.197619047619048
80-07,APAP,TWKO,0
80-07,APAP,SBOH,0.019047619047619
80-07,APAP,SBNAIO,0
80-07,APAP,SBKO,0
80-07,APAP,BROH,0.0476190476190476
80-07,APAP,BRNAIO,0.0238095238095238
80-07,APAP,BRKO,0
80-07,APAP,TROH,0
80-07,APAP,OTOT,0
80-08,APAP,FLOH,0.140540540540541
80-08,APAP,FLNAIO,0.368918918918919
80-08,APAP,FRNAIO,0
80-08,APAP,FROL,0
80-08,APAP,TBOH,0
80-08,APAP,TWOH,0.313513513513514
80-08,APAP,TWNAIO,0.0418918918918919
80-08,APAP,TWKO,0.027027027027027
80-08,APAP,SBOH,0.0297297297297297
80-08,APAP,SBNAIO,0
80-08,APAP,SBKO,0
80-08,APAP,BROH,0
80-08,APAP,BRNAIO,0
80-08,APAP,BRKO,0
80-08,APAP,TROH,0
80-08,APAP,OTOT,0.0783783783783784
80-09,APAP,FLOH,0
80-09,APAP,FLNAIO,0.761764705882353
80-09,APAP,FRNAIO,0
80-09,APAP,FROL,0
80-09,APAP,TBOH,0
80-09,APAP,TWOH,0.117647058823529
80-09,APAP,TWNAIO,0.0617647058823529
80-09,APAP,TWKO,0.0294117647058824
80-09,APAP,SBOH,0
80-09,APAP,SBNAIO,0
80-09,APAP,SBKO,0
80-09,APAP,BROH,0
80-09,APAP,BRNAIO,0
80-09,APAP,BRKO,0
80-09,APAP,TROH,0
80-09,APAP,OTOT,0.0294117647058824
80-10,APAP,FLOH,0.209090909090909
80-10,APAP,FLNAIO,0.383333333333333
80-10,APAP,FRNAIO,0.0303030303030303
80-10,APAP,FROL,0
80-10,APAP,TBOH,0
80-10,APAP,TWOH,0.156060606060606
80-10,APAP,TWNAIO,0.046969696969697
80-10,APAP,TWKO,0
80-10,APAP,SBOH,0.0590909090909091
80-10,APAP,SBNAIO,0.0303030303030303
80-10,APAP,SBKO,0
80-10,APAP,BROH,0.0242424242424242
80-10,APAP,BRNAIO,0
80-10,APAP,BRKO,0
80-10,APAP,TROH,0
80-10,APAP,OTOT,0.0606060606060606
80-11,APAP,FLOH,0.185714285714286
80-11,APAP,FLNAIO,0.142857142857143
80-11,APAP,FRNAIO,0
80-11,APAP,FROL,0
80-11,APAP,TBOH,0
80-11,APAP,TWOH,0.222857142857143
80-11,APAP,TWNAIO,0.114285714285714
80-11,APAP,TWKO,0.0571428571428571
80-11,APAP,SBOH,0.134285714285714
80-11,APAP,SBNAIO,0.0571428571428571
80-11,APAP,SBKO,0
80-11,APAP,BROH,0.0285714285714286
80-11,APAP,BRNAIO,0
80-11,APAP,BRKO,0
80-11,APAP,TROH,0.0285714285714286
80-11,APAP,OTOT,0.0285714285714286
80-12,APAP,FLOH,0.26
80-12,APAP,FLNAIO,0.16
80-12,APAP,FRNAIO,0
80-12,APAP,FROL,0
80-12,APAP,TBOH,0
80-12,APAP,TWOH,0.288
80-12,APAP,TWNAIO,0.04
80-12,APAP,TWKO,0
80-12,APAP,SBOH,0.052
80-12,APAP,SBNAIO,0.036
80-12,APAP,SBKO,0.08
80-12,APAP,BROH,0.08
80-12,APAP,BRNAIO,0
80-12,APAP,BRKO,0
80-12,APAP,TROH,0
80-12,APAP,OTOT,0.004
81-01,APAP,FLOH,0.17
81-01,APAP,FLNAIO,0
81-01,APAP,FRNAIO,0
81-01,APAP,FROL,0
81-01,APAP,TBOH,0
81-01,APAP,TWOH,0.41
81-01,APAP,TWNAIO,0.113333333333333
81-01,APAP,TWKO,0.0333333333333333
81-01,APAP,SBOH,0.133333333333333
81-01,APAP,SBNAIO,0.04
81-01,APAP,SBKO,0
81-01,APAP,BROH,0
81-01,APAP,BRNAIO,0.0333333333333333
81-01,APAP,BRKO,0
81-01,APAP,TROH,0
81-01,APAP,OTOT,0.0666666666666667
81-02,APAP,FLOH,0.364864864864865
81-02,APAP,FLNAIO,0
81-02,APAP,FRNAIO,0
81-02,APAP,FROL,0
81-02,APAP,TBOH,0.0918918918918919
81-02,APAP,TWOH,0.278378378378378
81-02,APAP,TWNAIO,0.0486486486486487
81-02,APAP,TWKO,0.0540540540540541
81-02,APAP,SBOH,0.027027027027027
81-02,APAP,SBNAIO,0
81-02,APAP,SBKO,0
81-02,APAP,BROH,0.0810810810810811
81-02,APAP,BRNAIO,0
81-02,APAP,BRKO,0
81-02,APAP,TROH,0
81-02,APAP,OTOT,0.0540540540540541
81-03,APAP,FLOH,0.357142857142857
81-03,APAP,FLNAIO,0.0261904761904762
81-03,APAP,FRNAIO,0
81-03,APAP,FROL,0
81-03,APAP,TBOH,0.00238095238095238
81-03,APAP,TWOH,0.125
81-03,APAP,TWNAIO,0.0714285714285714
81-03,APAP,TWKO,0.0238095238095238
81-03,APAP,SBOH,0.121428571428571
81-03,APAP,SBNAIO,0.0952380952380952
81-03,APAP,SBKO,0.0238095238095238
81-03,APAP,BROH,0.0869047619047619
81-03,APAP,BRNAIO,0
81-03,APAP,BRKO,0
81-03,APAP,TROH,0
81-03,APAP,OTOT,0.0666666666666667
81-04,APAP,FLOH,0.44468085106383
81-04,APAP,FLNAIO,0.00638297872340425
81-04,APAP,FRNAIO,0.0106382978723404
81-04,APAP,FROL,0
81-04,APAP,TBOH,0.0212765957446809
81-04,APAP,TWOH,0.0819148936170213
81-04,APAP,TWNAIO,0.0914893617021277
81-04,APAP,TWKO,0.0446808510638298
81-04,APAP,SBOH,0.148936170212766
81-04,APAP,SBNAIO,0.0404255319148936
81-04,APAP,SBKO,0.025531914893617
81-04,APAP,BROH,0
81-04,APAP,BRNAIO,0
81-04,APAP,BRKO,0
81-04,APAP,TROH,0
81-04,APAP,OTOT,0.0840425531914894
81-05,APAP,FLOH,0.64
81-05,APAP,FLNAIO,0.0171428571428571
81-05,APAP,FRNAIO,0
81-05,APAP,FROL,0
81-05,APAP,TBOH,0.00571428571428571
81-05,APAP,TWOH,0.0885714285714286
81-05,APAP,TWNAIO,0.0371428571428571
81-05,APAP,TWKO,0.0114285714285714
81-05,APAP,SBOH,0.0285714285714286
81-05,APAP,SBNAIO,0.0171428571428571
81-05,APAP,SBKO,0
81-05,APAP,BROH,0.0485714285714286
81-05,APAP,BRNAIO,0
81-05,APAP,BRKO,0.04
81-05,APAP,TROH,0
81-05,APAP,OTOT,0.0657142857142857
81-06,APAP,FLOH,0.305714285714286
81-06,APAP,FLNAIO,0.0285714285714286
81-06,APAP,FRNAIO,0
81-06,APAP,FROL,0
81-06,APAP,TBOH,0
81-06,APAP,TWOH,0.142857142857143
81-06,APAP,TWNAIO,0.0557142857142857
81-06,APAP,TWKO,0.0285714285714286
81-06,APAP,SBOH,0.0542857142857143
81-06,APAP,SBNAIO,0.141428571428571
81-06,APAP,SBKO,0.0285714285714286
81-06,APAP,BROH,0.128571428571429
81-06,APAP,BRNAIO,0.0571428571428571
81-06,APAP,BRKO,0
81-06,APAP,TROH,0
81-06,APAP,OTOT,0.0285714285714286
81-07,APAP,FLOH,0.294565217391304
81-07,APAP,FLNAIO,0.102173913043478
81-07,APAP,FRNAIO,0.0108695652173913
81-07,APAP,FROL,0
81-07,APAP,TBOH,0
81-07,APAP,TWOH,0.105434782608696
81-07,APAP,TWNAIO,0.152173913043478
81-07,APAP,TWKO,0.0434782608695652
81-07,APAP,SBOH,0.120652173913043
81-07,APAP,SBNAIO,0.0684782608695652
81-07,APAP,SBKO,0.0326086956521739
81-07,APAP,BROH,0.0119565217391304
81-07,APAP,BRNAIO,0.00326086956521739
81-07,APAP,BRKO,0.0108695652173913
81-07,APAP,TROH,0
81-07,APAP,OTOT,0.0434782608695652
81-08,APAP,FLOH,0.296774193548387
81-08,APAP,FLNAIO,0.229032258064516
81-08,APAP,FRNAIO,0
81-08,APAP,FROL,0
81-08,APAP,TBOH,0
81-08,APAP,TWOH,0.0483870967741935
81-08,APAP,TWNAIO,0.146774193548387
81-08,APAP,TWKO,0.0951612903225806
81-08,APAP,SBOH,0.0709677419354839
81-08,APAP,SBNAIO,0.0483870967741935
81-08,APAP,SBKO,0.032258064516129
81-08,APAP,BROH,0
81-08,APAP,BRNAIO,0
81-08,APAP,BRKO,0.032258064516129
81-08,APAP,TROH,0
81-08,APAP,OTOT,0
81-09,APAP,FLOH,0.294736842105263
81-09,APAP,FLNAIO,0.218421052631579
81-09,APAP,FRNAIO,0
81-09,APAP,FROL,0
81-09,APAP,TBOH,0.0263157894736842
81-09,APAP,TWOH,0.0710526315789474
81-09,APAP,TWNAIO,0.155263157894737
81-09,APAP,TWKO,0
81-09,APAP,SBOH,0.0605263157894737
81-09,APAP,SBNAIO,0.121052631578947
81-09,APAP,SBKO,0.0263157894736842
81-09,APAP,BROH,0.0263157894736842
81-09,APAP,BRNAIO,0
81-09,APAP,BRKO,0
81-09,APAP,TROH,0
81-09,APAP,OTOT,0
81-10,APAP,FLOH,0.170261441176471
81-10,APAP,FLNAIO,0.364705882352941
81-10,APAP,FRNAIO,0
81-10,APAP,FROL,0
81-10,APAP,TBOH,0
81-10,APAP,TWOH,0.2120915
81-10,APAP,TWNAIO,0.0705882352941176
81-10,APAP,TWKO,0.0588235294117647
81-10,APAP,SBOH,0.0647058823529412
81-10,APAP,SBNAIO,0.0294117647058824
81-10,APAP,SBKO,0
81-10,APAP,BROH,0
81-10,APAP,BRNAIO,0
81-10,APAP,BRKO,0
81-10,APAP,TROH,0
81-10,APAP,OTOT,0.0294117647058824
81-11,APAP,FLOH,0.0833333333333333
81-11,APAP,FLNAIO,0.141666666666667
81-11,APAP,FRNAIO,0
81-11,APAP,FROL,0
81-11,APAP,TBOH,0
81-11,APAP,TWOH,0.283333333333333
81-11,APAP,TWNAIO,0.122222222222222
81-11,APAP,TWKO,0.0277777777777778
81-11,APAP,SBOH,0.216666666666667
81-11,APAP,SBNAIO,0.0555555555555556
81-11,APAP,SBKO,0
81-11,APAP,BROH,0.0277777777777778
81-11,APAP,BRNAIO,0
81-11,APAP,BRKO,0
81-11,APAP,TROH,0
