date,spp,actb,value
77-10,OMAO,SBNAIO,0.025
77-10,OMAO,SBKO,0.015
77-10,OMAO,BROH,0.045
77-10,OMAO,BRNAIO,0.025
77-10,OMAO,BRKO,0
77-10,OMAO,TROH,0
77-10,OMAO,OTOT,0.17
77-11,OMAO,FLOH,0
77-11,OMAO,FLNAIO,0
77-11,OMAO,FRNAIO,0.175
77-11,OMAO,FROL,0.37
77-11,OMAO,TBOH,0
77-11,OMAO,TWOH,0.0325
77-11,OMAO,TWNAIO,0.05
77-11,OMAO,TWKO,0
77-11,OMAO,SBOH,0.0675
77-11,OMAO,SBNAIO,0.09375
77-11,OMAO,SBKO,0.0325
77-11,OMAO,BROH,0.0075
77-11,OMAO,BRNAIO,0
77-11,OMAO,BRKO,0.01
77-11,OMAO,TROH,0
77-11,OMAO,OTOT,0.16125
77-12,OMAO,FLOH,0
77-12,OMAO,FLNAIO,0
77-12,OMAO,FRNAIO,0.314035087719298
77-12,OMAO,FROL,0.107894736842105
77-12,OMAO,TBOH,0
77-12,OMAO,TWOH,0.0473684210526316
77-12,OMAO,TWNAIO,0.121929824561404
77-12,OMAO,TWKO,0
77-12,OMAO,SBOH,0.0710526315789474
77-12,OMAO,SBNAIO,0.0710526315789474
77-12,OMAO,SBKO,0.0596491228070175
77-12,OMAO,BROH,0.0350877192982456
77-12,OMAO,BRNAIO,0
77-12,OMAO,BRKO,0.0175438596491228
77-12,OMAO,TROH,0
77-12,OMAO,OTOT,0.154385964912281
78-01,OMAO,FLOH,0
78-01,OMAO,FLNAIO,0
78-01,OMAO,FRNAIO,0.573863636363636
78-01,OMAO,FROL,0.0227272727272727
78-01,OMAO,TBOH,0
78-01,OMAO,TWOH,0.0454545454545455
78-01,OMAO,TWNAIO,0.0477272727272727
78-01,OMAO,TWKO,0
78-01,OMAO,SBOH,0.0602272727272727
78-01,OMAO,SBNAIO,0
78-01,OMAO,SBKO,0.0681818181818182
78-01,OMAO,BROH,0
78-01,OMAO,BRNAIO,0
78-01,OMAO,BRKO,0.0454545454545455
78-01,OMAO,TROH,0
78-01,OMAO,OTOT,0.136363636363636
78-02,OMAO,FLOH,0
78-02,OMAO,FLNAIO,0
78-02,OMAO,FRNAIO,0.648863636363636
78-02,OMAO,FROL,0
78-02,OMAO,TBOH,0
78-02,OMAO,TWOH,0.0511363636363636
78-02,OMAO,TWNAIO,0.0306818181818182
78-02,OMAO,TWKO,0
78-02,OMAO,SBOH,0.0977272727272727
78-02,OMAO,SBNAIO,0.0806818181818182
78-02,OMAO,SBKO,0
78-02,OMAO,BROH,0
78-02,OMAO,BRNAIO,0
78-02,OMAO,BRKO,0
78-02,OMAO,TROH,0
78-02,OMAO,OTOT,0.0909090909090909
78-03,OMAO,FLOH,0
78-03,OMAO,FLNAIO,0
78-03,OMAO,FRNAIO,0.470652173913043
78-03,OMAO,FROL,0.0217391304347826
78-03,OMAO,TBOH,0
78-03,OMAO,TWOH,0
78-03,OMAO,TWNAIO,0.166304347826087
78-03,OMAO,TWKO,0
78-03,OMAO,SBOH,0.0706521739130435
78-03,OMAO,SBNAIO,0.140217391304348
78-03,OMAO,SBKO,0.0434782608695652
78-03,OMAO,BROH,0
78-03,OMAO,BRNAIO,0
78-03,OMAO,BRKO,0.0217391304347826
78-03,OMAO,TROH,0
78-03,OMAO,OTOT,0.0652173913043478
78-04,OMAO,FLOH,0
78-04,OMAO,FLNAIO,0
78-04,OMAO,FRNAIO,0.509031395348837
78-04,OMAO,FROL,0
78-04,OMAO,TBOH,0
78-04,OMAO,TWOH,0.0395348837209302
78-04,OMAO,TWNAIO,0.0465116279069767
78-04,OMAO,TWKO,0
78-04,OMAO,SBOH,0.272363953488372
78-04,OMAO,SBNAIO,0.0488372093023256
78-04,OMAO,SBKO,0
78-04,OMAO,BROH,0.027906976744186
78-04,OMAO,BRNAIO,0
78-04,OMAO,BRKO,0.0232558139534884
78-04,OMAO,TROH,0
78-04,OMAO,OTOT,0.0325581395348837
78-05,OMAO,FLOH,0
78-05,OMAO,FLNAIO,0
78-05,OMAO,FRNAIO,0.494047619047619
78-05,OMAO,FROL,0.0535714285714286
78-05,OMAO,TBOH,0
78-05,OMAO,TWOH,0.00952380952380952
78-05,OMAO,TWNAIO,0.0742256119047619
78-05,OMAO,TWKO,0
78-05,OMAO,SBOH,0.122619047619048
78-05,OMAO,SBNAIO,0.111904761904762
78-05,OMAO,SBKO,0
78-05,OMAO,BROH,0.0333333333333333
78-05,OMAO,BRNAIO,0
78-05,OMAO,BRKO,0
78-05,OMAO,TROH,0
78-05,OMAO,OTOT,0.100774388095238
78-06,OMAO,FLOH,0
78-06,OMAO,FLNAIO,0
78-06,OMAO,FRNAIO,0.446571428571429
78-06,OMAO,FROL,0.0942857142857143
78-06,OMAO,TBOH,0
78-06,OMAO,TWOH,0
78-06,OMAO,TWNAIO,0.0571428571428571
78-06,OMAO,TWKO,0
78-06,OMAO,SBOH,0.165714285714286
78-06,OMAO,SBNAIO,0.04
78-06,OMAO,SBKO,0.0648571428571429
78-06,OMAO,BROH,0
78-06,OMAO,BRNAIO,0
78-06,OMAO,BRKO,0.0457142857142857
78-06,OMAO,TROH,0
78-06,OMAO,OTOT,0.0857142857142857
78-07,OMAO,FLOH,0
78-07,OMAO,FLNAIO,0
78-07,OMAO,FRNAIO,0.147058823529412
78-07,OMAO,FROL,0.205882352941176
78-07,OMAO,TBOH,0
78-07,OMAO,TWOH,0.0264705882352941
78-07,OMAO,TWNAIO,0.0705882352941176
78-07,OMAO,TWKO,0
78-07,OMAO,SBOH,0.145588235294118
78-07,OMAO,SBNAIO,0.116176470588235
78-07,OMAO,SBKO,0.0441176470588235
78-07,OMAO,BROH,0.0411764705882353
78-07,OMAO,BRNAIO,0.0294117647058824
78-07,OMAO,BRKO,0.0294117647058824
78-07,OMAO,TROH,0
78-07,OMAO,OTOT,0.144117647058824
78-08,OMAO,FLOH,0
78-08,OMAO,FLNAIO,0
78-08,OMAO,FRNAIO,0.1225
78-08,OMAO,FROL,0.21625
78-08,OMAO,TBOH,0
78-08,OMAO,TWOH,0.0075
78-08,OMAO,TWNAIO,0.07
78-08,OMAO,TWKO,0
78-08,OMAO,SBOH,0.12
78-08,OMAO,SBNAIO,0.165
78-08,OMAO,SBKO,0.05
78-08,OMAO,BROH,0
78-08,OMAO,BRNAIO,0
78-08,OMAO,BRKO,0.025
78-08,OMAO,TROH,0
78-08,OMAO,OTOT,0.22375
78-09,OMAO,FLOH,0
78-09,OMAO,FLNAIO,0
78-09,OMAO,FRNAIO,0.0888888888888889
78-09,OMAO,FROL,0.523611111111111
78-09,OMAO,TBOH,0
78-09,OMAO,TWOH,0.0277777777777778
78-09,OMAO,TWNAIO,0
78-09,OMAO,TWKO,0
78-09,OMAO,SBOH,0.0430555555555556
78-09,OMAO,SBNAIO,0.0277777777777778
78-09,OMAO,SBKO,0.00416666666666667
78-09,OMAO,BROH,0.0763888888888889
78-09,OMAO,BRNAIO,0.0277777777777778
78-09,OMAO,BRKO,0
78-09,OMAO,TROH,0
78-09,OMAO,OTOT,0.180555555555556
78-10,OMAO,FLOH,0
78-10,OMAO,FLNAIO,0
78-10,OMAO,FRNAIO,0.0961538461538462
78-10,OMAO,FROL,0.138461538461538
78-10,OMAO,TBOH,0
78-10,OMAO,TWOH,0.0192307692307692
78-10,OMAO,TWNAIO,0.0192307692307692
78-10,OMAO,TWKO,0
78-10,OMAO,SBOH,0.154807692307692
78-10,OMAO,SBNAIO,0.0365384615384615
78-10,OMAO,SBKO,0
78-10,OMAO,BROH,0.103846153846154
78-10,OMAO,BRNAIO,0.0182692307692308
78-10,OMAO,BRKO,0.0192307692307692
78-10,OMAO,TROH,0.000961538461538462
78-10,OMAO,OTOT,0.393269230769231
78-11,OMAO,FLOH,0
78-11,OMAO,FLNAIO,0
78-11,OMAO,FRNAIO,0.144444444444444
78-11,OMAO,FROL,0.0740740740740741
78-11,OMAO,TBOH,0
78-11,OMAO,TWOH,0.037037037037037
78-11,OMAO,TWNAIO,0
78-11,OMAO,TWKO,0
78-11,OMAO,SBOH,0.262962962962963
78-11,OMAO,SBNAIO,0.148148148148148
78-11,OMAO,SBKO,0
78-11,OMAO,BROH,0.0333333333333333
78-11,OMAO,BRNAIO,0
78-11,OMAO,BRKO,0.0740740740740741
78-11,OMAO,TROH,0.0037037037037037
78-11,OMAO,OTOT,0.222222222222222
78-12,OMAO,FLOH,0
78-12,OMAO,FLNAIO,0
78-12,OMAO,FRNAIO,0.49390243902439
78-12,OMAO,FROL,0.024390243902439
78-12,OMAO,TBOH,0
78-12,OMAO,TWOH,0
78-12,OMAO,TWNAIO,0.0548780487804878
78-12,OMAO,TWKO,0
78-12,OMAO,SBOH,0.0658536585365854
78-12,OMAO,SBNAIO,0.23780487804878
78-12,OMAO,SBKO,0
78-12,OMAO,BROH,0
78-12,OMAO,BRNAIO,0
78-12,OMAO,BRKO,0.0487804878048781
78-12,OMAO,TROH,0
78-12,OMAO,OTOT,0.074390243902439
79-01,OMAO,FLOH,0
79-01,OMAO,FLNAIO,0
79-01,OMAO,FRNAIO,0.439024390243902
79-01,OMAO,FROL,0.024390243902439
79-01,OMAO,TBOH,0
79-01,OMAO,TWOH,0.024390243902439
79-01,OMAO,TWNAIO,0.121951219512195
79-01,OMAO,TWKO,0
79-01,OMAO,SBOH,0.146341463414634
79-01,OMAO,SBNAIO,0.0365853658536585
79-01,OMAO,SBKO,0
79-01,OMAO,BROH,0.0609756097560976
79-01,OMAO,BRNAIO,0
79-01,OMAO,BRKO,0.0304878048780488
79-01,OMAO,TROH,0
79-01,OMAO,OTOT,0.115853658536585
79-02,OMAO,FLOH,0
79-02,OMAO,FLNAIO,0
79-02,OMAO,FRNAIO,0.324509803921569
79-02,OMAO,FROL,0.0196078431372549
79-02,OMAO,TBOH,0
79-02,OMAO,TWOH,0.0784313725490196
79-02,OMAO,TWNAIO,0.247058823529412
79-02,OMAO,TWKO,0.0196078431372549
79-02,OMAO,SBOH,0.0480392156862745
79-02,OMAO,SBNAIO,0.0980392156862745
79-02,OMAO,SBKO,0
79-02,OMAO,BROH,0.0676470588235294
79-02,OMAO,BRNAIO,0.0196078431372549
79-02,OMAO,BRKO,0.0196078431372549
79-02,OMAO,TROH,0
79-02,OMAO,OTOT,0.057843137254902
79-03,OMAO,FLOH,0
79-03,OMAO,FLNAIO,0
79-03,OMAO,FRNAIO,0.28188679245283
79-03,OMAO,FROL,0
79-03,OMAO,TBOH,0
79-03,OMAO,TWOH,0.0283018867924528
79-03,OMAO,TWNAIO,0.165094339622642
79-03,OMAO,TWKO,0
79-03,OMAO,SBOH,0.155849056603774
79-03,OMAO,SBNAIO,0.155660377358491
79-03,OMAO,SBKO,0.0528301886792453
79-03,OMAO,BROH,0
79-03,OMAO,BRNAIO,0
79-03,OMAO,BRKO,0.0377358490566038
79-03,OMAO,TROH,0
79-03,OMAO,OTOT,0.122641509433962
79-04,OMAO,FLOH,0
79-04,OMAO,FLNAIO,0
79-04,OMAO,FRNAIO,0.260377358490566
79-04,OMAO,FROL,0.0188679245283019
79-04,OMAO,TBOH,0
79-04,OMAO,TWOH,0.0264150943396226
79-04,OMAO,TWNAIO,0.247169811320755
79-04,OMAO,TWKO,0
79-04,OMAO,SBOH,0.173584905660377
79-04,OMAO,SBNAIO,0.0811320754716981
79-04,OMAO,SBKO,0.0188679245283019
79-04,OMAO,BROH,0.0716981132075472
79-04,OMAO,BRNAIO,0.0188679245283019
79-04,OMAO,BRKO,0.0377358490566038
79-04,OMAO,TROH,0
79-04,OMAO,OTOT,0.0452830188679245
79-05,OMAO,FLOH,0
79-05,OMAO,FLNAIO,0
79-05,OMAO,FRNAIO,0.260714285714286
79-05,OMAO,FROL,0
79-05,OMAO,TBOH,0.0357142857142857
79-05,OMAO,TWOH,0.0357142857142857
79-05,OMAO,TWNAIO,0.107142857142857
79-05,OMAO,TWKO,0
79-05,OMAO,SBOH,0.153571428571429
79-05,OMAO,SBNAIO,0.107142857142857
79-05,OMAO,SBKO,0
79-05,OMAO,BROH,0.025
79-05,OMAO,BRNAIO,0
79-05,OMAO,BRKO,0.0714285714285714
79-05,OMAO,TROH,0
79-05,OMAO,OTOT,0.203571428571429
79-06,OMAO,FLOH,0
79-06,OMAO,FLNAIO,0
79-06,OMAO,FRNAIO,0.1
79-06,OMAO,FROL,0.0454545454545455
79-06,OMAO,TBOH,0
79-06,OMAO,TWOH,0.096969696969697
79-06,OMAO,TWNAIO,0
79-06,OMAO,TWKO,0
79-06,OMAO,SBOH,0.193939393939394
79-06,OMAO,SBNAIO,0.121212121212121
79-06,OMAO,SBKO,0.0606060606060606
79-06,OMAO,BROH,0.0954545454545455
79-06,OMAO,BRNAIO,0
79-06,OMAO,BRKO,0.0515151515151515
79-06,OMAO,TROH,0
79-06,OMAO,OTOT,0.234848484848485
79-07,OMAO,FLOH,0
79-07,OMAO,FLNAIO,0
79-07,OMAO,FRNAIO,0.190697674418605
79-07,OMAO,FROL,0
79-07,OMAO,TBOH,0
79-07,OMAO,TWOH,0
79-07,OMAO,TWNAIO,0.167441860465116
79-07,OMAO,TWKO,0
79-07,OMAO,SBOH,0.315116279069767
79-07,OMAO,SBNAIO,0.146511627906977
79-07,OMAO,SBKO,0.0290697674418605
79-07,OMAO,BROH,0.0697674418604651
79-07,OMAO,BRNAIO,0
79-07,OMAO,BRKO,0.0465116279069767
79-07,OMAO,TROH,0
79-07,OMAO,OTOT,0.0348837209302326
79-08,OMAO,FLOH,0
79-08,OMAO,FLNAIO,0
79-08,OMAO,FRNAIO,0.239473684210526
79-08,OMAO,FROL,0.0263157894736842
79-08,OMAO,TBOH,0
79-08,OMAO,TWOH,0
79-08,OMAO,TWNAIO,0.181578947368421
79-08,OMAO,TWKO,0
79-08,OMAO,SBOH,0.118421052631579
79-08,OMAO,SBNAIO,0.0263157894736842
79-08,OMAO,SBKO,0.0394736842105263
79-08,OMAO,BROH,0.0944976078947368
79-08,OMAO,BRNAIO,0
79-08,OMAO,BRKO,0.105263157894737
79-08,OMAO,TROH,0
79-08,OMAO,OTOT,0.168660286842105
79-09,OMAO,FLOH,0
79-09,OMAO,FLNAIO,0.0303030303030303
79-09,OMAO,FRNAIO,0.242424242424242
79-09,OMAO,FROL,0.0909090909090909
79-09,OMAO,TBOH,0
79-09,OMAO,TWOH,0.0606060606060606
79-09,OMAO,TWNAIO,0.0909090909090909
79-09,OMAO,TWKO,0
79-09,OMAO,SBOH,0.121212121212121
79-09,OMAO,SBNAIO,0.151515151515152
79-09,OMAO,SBKO,0.0303030303030303
79-09,OMAO,BROH,0.0666666666666667
79-09,OMAO,BRNAIO,0
79-09,OMAO,BRKO,0.0303030303030303
79-09,OMAO,TROH,0
79-09,OMAO,OTOT,0.0848484848484848
79-10,OMAO,FLOH,0
79-10,OMAO,FLNAIO,0
79-10,OMAO,FRNAIO,0.125
79-10,OMAO,FROL,0.0375
79-10,OMAO,TBOH,0
79-10,OMAO,TWOH,0.05
79-10,OMAO,TWNAIO,0.0925
79-10,OMAO,TWKO,0.0325
79-10,OMAO,SBOH,0.115
79-10,OMAO,SBNAIO,0.0875
79-10,OMAO,SBKO,0.05
79-10,OMAO,BROH,0.11
79-10,OMAO,BRNAIO,0
79-10,OMAO,BRKO,0.075
79-10,OMAO,TROH,0
79-10,OMAO,OTOT,0.225
79-11,OMAO,FLOH,0
79-11,OMAO,FLNAIO,0
79-11,OMAO,FRNAIO,0.228947368421053
79-11,OMAO,FROL,0.0263157894736842
79-11,OMAO,TBOH,0
79-11,OMAO,TWOH,0.0526315789473684
79-11,OMAO,TWNAIO,0.0710526315789474
79-11,OMAO,TWKO,0
79-11,OMAO,SBOH,0.3
79-11,OMAO,SBNAIO,0.1
79-11,OMAO,SBKO,0
79-11,OMAO,BROH,0.0789473684210526
79-11,OMAO,BRNAIO,0
79-11,OMAO,BRKO,0.0368421052631579
79-11,OMAO,TROH,0
79-11,OMAO,OTOT,0.105263157894737
79-12,OMAO,FLOH,0
79-12,OMAO,FLNAIO,0
79-12,OMAO,FRNAIO,0.15609756097561
79-12,OMAO,FROL,0
79-12,OMAO,TBOH,0
79-12,OMAO,TWOH,0.024390243902439
79-12,OMAO,TWNAIO,0.226829268292683
79-12,OMAO,TWKO,0.0170731707317073
79-12,OMAO,SBOH,0.204878048780488
79-12,OMAO,SBNAIO,0.126829268292683
79-12,OMAO,SBKO,0.0487804878048781
79-12,OMAO,BROH,0.0731707317073171
79-12,OMAO,BRNAIO,0.024390243902439
79-12,OMAO,BRKO,0.0487804878048781
79-12,OMAO,TROH,0.024390243902439
79-12,OMAO,OTOT,0.024390243902439
80-01,OMAO,FLOH,0
80-01,OMAO,FLNAIO,0
80-01,OMAO,FRNAIO,0.0638297872340425
80-01,OMAO,FROL,0
80-01,OMAO,TBOH,0
80-01,OMAO,TWOH,0.0723404255319149
80-01,OMAO,TWNAIO,0.0787234042553192
80-01,OMAO,TWKO,0.00212765957446809
80-01,OMAO,SBOH,0.266170212765957
80-01,OMAO,SBNAIO,0.148723404255319
80-01,OMAO,SBKO,0.0638297872340425
80-01,OMAO,BROH,0.15531914893617
80-01,OMAO,BRNAIO,0.0212765957446809
80-01,OMAO,BRKO,0.0425531914893617
80-01,OMAO,TROH,0
80-01,OMAO,OTOT,0.0851063829787234
80-02,OMAO,FLOH,0
80-02,OMAO,FLNAIO,0
80-02,OMAO,FRNAIO,0.225423728813559
80-02,OMAO,FROL,0.0169491525423729
80-02,OMAO,TBOH,0
80-02,OMAO,TWOH,0.101694915254237
80-02,OMAO,TWNAIO,0.0779661016949153
80-02,OMAO,TWKO,0.0508474576271186
80-02,OMAO,SBOH,0.155932203389831
80-02,OMAO,SBNAIO,0.128813559322034
80-02,OMAO,SBKO,0.0508474576271186
80-02,OMAO,BROH,0.0898305084745763
80-02,OMAO,BRNAIO,0
80-02,OMAO,BRKO,0.0338983050847458
80-02,OMAO,TROH,0
80-02,OMAO,OTOT,0.0677966101694915
80-03,OMAO,FLOH,0
80-03,OMAO,FLNAIO,0
80-03,OMAO,FRNAIO,0.282608695652174
80-03,OMAO,FROL,0.0217391304347826
80-03,OMAO,TBOH,0
80-03,OMAO,TWOH,0.0543478260869565
80-03,OMAO,TWNAIO,0.11304347826087
80-03,OMAO,TWKO,0
80-03,OMAO,SBOH,0.283695652173913
80-03,OMAO,SBNAIO,0.114130434782609
80-03,OMAO,SBKO,0.0652173913043478
80-03,OMAO,BROH,0
80-03,OMAO,BRNAIO,0
80-03,OMAO,BRKO,0.0434782608695652
80-03,OMAO,TROH,0
80-03,OMAO,OTOT,0.0217391304347826
80-04,OMAO,FLOH,0
80-04,OMAO,FLNAIO,0
80-04,OMAO,FRNAIO,0.231578947368421
80-04,OMAO,FROL,0
80-04,OMAO,TBOH,0
80-04,OMAO,TWOH,0.0789473684210526
80-04,OMAO,TWNAIO,0.0447368421052632
80-04,OMAO,TWKO,0
80-04,OMAO,SBOH,0.239473684210526
80-04,OMAO,SBNAIO,0.236842105263158
80-04,OMAO,SBKO,0
80-04,OMAO,BROH,0.0631578947368421
80-04,OMAO,BRNAIO,0
80-04,OMAO,BRKO,0
80-04,OMAO,TROH,0
80-04,OMAO,OTOT,0.105263157894737
80-05,OMAO,FLOH,0
80-05,OMAO,FLNAIO,0
80-05,OMAO,FRNAIO,0.181578947368421
80-05,OMAO,FROL,0.0263157894736842
80-05,OMAO,TBOH,0
80-05,OMAO,TWOH,0.0315789473684211
80-05,OMAO,TWNAIO,0.202631578947368
80-05,OMAO,TWKO,0
80-05,OMAO,SBOH,0.198684210526316
80-05,OMAO,SBNAIO,0.0263157894736842
80-05,OMAO,SBKO,0.0947368421052632
80-05,OMAO,BROH,0.0789473684210526
80-05,OMAO,BRNAIO,0.0223684210526316
80-05,OMAO,BRKO,0.0263157894736842
80-05,OMAO,TROH,0
80-05,OMAO,OTOT,0.110526315789474
80-06,OMAO,FLOH,0
80-06,OMAO,FLNAIO,0
80-06,OMAO,FRNAIO,0.0540540540540541
80-06,OMAO,FROL,0.162162162162162
80-06,OMAO,TBOH,0
80-06,OMAO,TWOH,0.0216216216216216
80-06,OMAO,TWNAIO,0.0756756756756757
80-06,OMAO,TWKO,0
80-06,OMAO,SBOH,0.235135135135135
80-06,OMAO,SBNAIO,0.0810810810810811
80-06,OMAO,SBKO,0
80-06,OMAO,BROH,0.0621621621621622
80-06,OMAO,BRNAIO,0.0810810810810811
80-06,OMAO,BRKO,0
80-06,OMAO,TROH,0
80-06,OMAO,OTOT,0.227027027027027
80-07,OMAO,FLOH,0
80-07,OMAO,FLNAIO,0
80-07,OMAO,FRNAIO,0
80-07,OMAO,FROL,0.228571428571429
80-07,OMAO,TBOH,0
80-07,OMAO,TWOH,0.0857142857142857
80-07,OMAO,TWNAIO,0.107142857142857
80-07,OMAO,TWKO,0
80-07,OMAO,SBOH,0.102857142857143
80-07,OMAO,SBNAIO,0.0571428571428571
80-07,OMAO,SBKO,0.0285714285714286
80-07,OMAO,BROH,0.122857142857143
80-07,OMAO,BRNAIO,0.0114285714285714
80-07,OMAO,BRKO,0.00714285714285714
80-07,OMAO,TROH,0.0142857142857143
80-07,OMAO,OTOT,0.234285714285714
80-08,OMAO,FLOH,0
80-08,OMAO,FLNAIO,0
80-08,OMAO,FRNAIO,0.0485714285714286
80-08,OMAO,FROL,0.2
80-08,OMAO,TBOH,0
80-08,OMAO,TWOH,0.0114285714285714
80-08,OMAO,TWNAIO,0.0285714285714286
80-08,OMAO,TWKO,0
80-08,OMAO,SBOH,0.114285714285714
80-08,OMAO,SBNAIO,0.0542857142857143
80-08,OMAO,SBKO,0.0428571428571429
80-08,OMAO,BROH,0.194285714285714
80-08,OMAO,BRNAIO,0.0828571428571429
80-08,OMAO,BRKO,0.0285714285714286
80-08,OMAO,TROH,0
80-08,OMAO,OTOT,0.194285714285714
80-09,OMAO,FLOH,0
80-09,OMAO,FLNAIO,0
80-09,OMAO,FRNAIO,0.0588235294117647
80-09,OMAO,FROL,0.0882352941176471
80-09,OMAO,TBOH,0
80-09,OMAO,TWOH,0.0235294117647059
80-09,OMAO,TWNAIO,0.0441176470588235
80-09,OMAO,TWKO,0.0294117647058824
80-09,OMAO,SBOH,0.391176470588235
80-09,OMAO,SBNAIO,0.0558823529411765
80-09,OMAO,SBKO,0.0294117647058824
80-09,OMAO,BROH,0.0882352941176471
80-09,OMAO,BRNAIO,0
80-09,OMAO,BRKO,0
80-09,OMAO,TROH,0.00588235294117647
80-09,OMAO,OTOT,0.185294117647059
80-10,OMAO,FLOH,0
80-10,OMAO,FLNAIO,0
80-10,OMAO,FRNAIO,0.027027027027027
80-10,OMAO,FROL,0.105405405405405
80-10,OMAO,TBOH,0
80-10,OMAO,TWOH,0.027027027027027
80-10,OMAO,TWNAIO,0
80-10,OMAO,TWKO,0
80-10,OMAO,SBOH,0.0621621621621622
80-10,OMAO,SBNAIO,0.108108108108108
80-10,OMAO,SBKO,0.027027027027027
80-10,OMAO,BROH,0.332432432432432
80-10,OMAO,BRNAIO,0.0540540540540541
80-10,OMAO,BRKO,0.121621621621622
80-10,OMAO,TROH,0
80-10,OMAO,OTOT,0.135135135135135
80-11,OMAO,FLOH,0
80-11,OMAO,FLNAIO,0
80-11,OMAO,FRNAIO,0.032258064516129
80-11,OMAO,FROL,0.0451612903225806
80-11,OMAO,TBOH,0
80-11,OMAO,TWOH,0.0354838709677419
80-11,OMAO,TWNAIO,0
80-11,OMAO,TWKO,0
80-11,OMAO,SBOH,0.212903225806452
80-11,OMAO,SBNAIO,0.206451612903226
80-11,OMAO,SBKO,0
80-11,OMAO,BROH,0.241935483870968
80-11,OMAO,BRNAIO,0.032258064516129
80-11,OMAO,BRKO,0.032258064516129
80-11,OMAO,TROH,0
80-11,OMAO,OTOT,0.161290322580645
80-12,OMAO,FLOH,0
80-12,OMAO,FLNAIO,0
80-12,OMAO,FRNAIO,0.173611111111111
80-12,OMAO,FROL,0.0833333333333333
80-12,OMAO,TBOH,0
80-12,OMAO,TWOH,0.00555555555555556
80-12,OMAO,TWNAIO,0.111111111111111
80-12,OMAO,TWKO,0
80-12,OMAO,SBOH,0.0777777777777778
80-12,OMAO,SBNAIO,0.111111111111111
80-12,OMAO,SBKO,0.0277777777777778
80-12,OMAO,BROH,0.2875
80-12,OMAO,BRNAIO,0
80-12,OMAO,BRKO,0
80-12,OMAO,TROH,0
80-12,OMAO,OTOT,0.122222222222222
81-01,OMAO,FLOH,0
81-01,OMAO,FLNAIO,0
81-01,OMAO,FRNAIO,0.269230769230769
81-01,OMAO,FROL,0.115384615384615
81-01,OMAO,TBOH,0
81-01,OMAO,TWOH,0.0384615384615385
81-01,OMAO,TWNAIO,0
81-01,OMAO,TWKO,0
81-01,OMAO,SBOH,0.123076923076923
81-01,OMAO,SBNAIO,0.107692307692308
81-01,OMAO,SBKO,0
81-01,OMAO,BROH,0.226923076923077
81-01,OMAO,BRNAIO,0.0384615384615385
81-01,OMAO,BRKO,0
81-01,OMAO,TROH,0
81-01,OMAO,OTOT,0.0807692307692308
81-02,OMAO,FLOH,0
81-02,OMAO,FLNAIO,0
81-02,OMAO,FRNAIO,0.27
81-02,OMAO,FROL,0.05
81-02,OMAO,TBOH,0
81-02,OMAO,TWOH,0.05
81-02,OMAO,TWNAIO,0.15
81-02,OMAO,TWKO,0
81-02,OMAO,SBOH,0.125
81-02,OMAO,SBNAIO,0.155
81-02,OMAO,SBKO,0
81-02,OMAO,BROH,0.1
81-02,OMAO,BRNAIO,0.05
81-02,OMAO,BRKO,0.05
81-02,OMAO,TROH,0
81-02,OMAO,OTOT,0
81-03,OMAO,FLOH,0
81-03,OMAO,FLNAIO,0
81-03,OMAO,FRNAIO,0.426176470588235
81-03,OMAO,FROL,0.0294117647058824
81-03,OMAO,TBOH,0
81-03,OMAO,TWOH,0.0176470588235294
81-03,OMAO,TWNAIO,0.0882352941176471
81-03,OMAO,TWKO,0
81-03,OMAO,SBOH,0.000294117647058824
81-03,OMAO,SBNAIO,0.0882352941176471
81-03,OMAO,SBKO,0.0294117647058824
81-03,OMAO,BROH,0.176470588235294
81-03,OMAO,BRNAIO,0.0264705882352941
81-03,OMAO,BRKO,0.0588235294117647
81-03,OMAO,TROH,0
81-03,OMAO,OTOT,0.0588235294117647
81-04,OMAO,FLOH,0
81-04,OMAO,FLNAIO,0
81-04,OMAO,FRNAIO,0.382857142857143
81-04,OMAO,FROL,0.142857142857143
81-04,OMAO,TBOH,0
81-04,OMAO,TWOH,0.0285714285714286
81-04,OMAO,TWNAIO,0
81-04,OMAO,TWKO,0
81-04,OMAO,SBOH,0.0742857142857143
81-04,OMAO,SBNAIO,0.0728571428571429
81-04,OMAO,SBKO,0
81-04,OMAO,BROH,0.268571428571429
81-04,OMAO,BRNAIO,0
81-04,OMAO,BRKO,0
81-04,OMAO,TROH,0
81-04,OMAO,OTOT,0.03
81-05,OMAO,FLOH,0
81-05,OMAO,FLNAIO,0
81-05,OMAO,FRNAIO,0.189189189189189
81-05,OMAO,FROL,0.027027027027027
81-05,OMAO,TBOH,0
81-05,OMAO,TWOH,0.0662162162162162
81-05,OMAO,TWNAIO,0.027027027027027
81-05,OMAO,TWKO,0
81-05,OMAO,SBOH,0.027027027027027
81-05,OMAO,SBNAIO,0.108108108108108
81-05,OMAO,SBKO,0
81-05,OMAO,BROH,0.42027027027027
81-05,OMAO,BRNAIO,0.0540540540540541
81-05,OMAO,BRKO,0.027027027027027
81-05,OMAO,TROH,0
81-05,OMAO,OTOT,0.0540540540540541
81-06,OMAO,FLOH,0
81-06,OMAO,FLNAIO,0
81-06,OMAO,FRNAIO,0.204545454545455
81-06,OMAO,FROL,0.113636363636364
81-06,OMAO,TBOH,0
